"filename", "language", "C#", "XML", "JavaScript", "HTML", "CSS", "Python", "JSON", "comment", "blank", "total"
"e:\Materials\【LOOP】\Assignment\miniSys0.3\SQLCursor.cs", "C#", 400, 0, 0, 0, 0, 0, 0, 27, 61, 488
"e:\Materials\【LOOP】\Assignment\miniSys0.3\SearchBox.Designer.cs", "C#", 236, 0, 0, 0, 0, 0, 0, 59, 6, 301
"e:\Materials\【LOOP】\Assignment\miniSys0.3\SearchBox.cs", "C#", 463, 0, 0, 0, 0, 0, 0, 14, 51, 528
"e:\Materials\【LOOP】\Assignment\miniSys0.3\SettingForm.Designer.cs", "C#", 112, 0, 0, 0, 0, 0, 0, 32, 6, 150
"e:\Materials\【LOOP】\Assignment\miniSys0.3\SettingForm.cs", "C#", 182, 0, 0, 0, 0, 0, 0, 3, 26, 211
"e:\Materials\【LOOP】\Assignment\miniSys0.3\StateContainer.cs", "C#", 466, 0, 0, 0, 0, 0, 0, 26, 65, 557
"e:\Materials\【LOOP】\Assignment\miniSys0.3\TestForm.Designer.cs", "C#", 338, 0, 0, 0, 0, 0, 0, 122, 6, 466
"e:\Materials\【LOOP】\Assignment\miniSys0.3\TestForm.cs", "C#", 245, 0, 0, 0, 0, 0, 0, 32, 45, 322
"e:\Materials\【LOOP】\Assignment\miniSys0.3\VideoPlayer.Designer.cs", "C#", 43, 0, 0, 0, 0, 0, 0, 17, 6, 66
"e:\Materials\【LOOP】\Assignment\miniSys0.3\VideoPlayer.cs", "C#", 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"e:\Materials\【LOOP】\Assignment\miniSys0.3\ViewProfile.Designer.cs", "C#", 458, 0, 0, 0, 0, 0, 0, 104, 6, 568
"e:\Materials\【LOOP】\Assignment\miniSys0.3\ViewProfile.cs", "C#", 214, 0, 0, 0, 0, 0, 0, 9, 44, 267
"e:\Materials\【LOOP】\Assignment\miniSys0.3\miniSys0.3.csproj", "XML", 0, 892, 0, 0, 0, 0, 0, 0, 0, 892
"Total", "-", 33955, 1896, 29278, 1919, 914, 65, 3, 4268, 4204, 76502
